Name,Station,Code
2017-08-13 13.21.52_02837.AVI,CT17,agouti
2017-08-14 06.11.14_02838.AVI,CT17,agouti
2017-08-14 07.54.12_02839.AVI,CT17,agouti
2017-08-14 08.15.32_02840.AVI,CT17,agouti
2017-08-14 10.46.52_02841.AVI,CT17,agouti
2017-08-14 16.00.22_02842.AVI,CT17,agouti
2017-08-15 05.54.58_02843.AVI,CT17,agouti
2017-08-15 12.16.32_02844.AVI,CT17,agouti
2017-08-16 08.48.46_02845.AVI,CT17,agouti
2017-08-17 06.31.50_02846.AVI,CT17,agouti
2017-08-17 07.47.56_02847.AVI,CT17,agouti
2017-08-17 11.08.02_02848.AVI,CT17,agouti
2017-08-17 11.09.44_02849.AVI,CT17,agouti
2017-08-17 12.20.36_02850.AVI,CT17,agouti
2017-08-18 06.57.18_02851.AVI,CT17,agouti
2017-08-18 08.22.10_02852.AVI,CT17,agouti
2017-08-18 08.50.22_02853.AVI,CT17,agouti
2017-08-18 14.14.24_02854.AVI,CT17,agouti
2017-08-18 15.20.06_02855.AVI,CT17,agouti
2017-05-24 15.27.44_02856.AVI,CT17,ants_army
2017-07-28 03.40.10_02857.AVI,CT17,armadillo_ninebanded
2017-08-10 07.21.00_02858.AVI,CT17,armadillo_ninebanded
2017-08-10 07.37.56_02859.AVI,CT17,armadillo_ninebanded
2017-05-27 06.10.02_02860.AVI,CT17,bird_small_uid
2017-05-30 16.16.04_02861.AVI,CT17,bird_small_uid
2017-06-01 14.13.06_02862.AVI,CT17,bird_small_uid
2017-06-01 14.45.34_02863.AVI,CT17,bird_small_uid
2017-07-03 07.54.08_02864.AVI,CT17,bird_small_uid
2017-07-03 07.58.36_02865.AVI,CT17,bird_small_uid
2017-07-03 08.00.12_02866.AVI,CT17,bird_small_uid
2017-07-04 15.56.20_02867.AVI,CT17,bird_small_uid
2017-07-10 16.51.36_02868.AVI,CT17,bird_small_uid
2017-07-16 09.43.54_02869.AVI,CT17,bird_small_uid
2017-07-19 14.02.32_02870.AVI,CT17,bird_small_uid
2017-07-25 16.38.36_02871.AVI,CT17,bird_small_uid
2017-07-25 16.39.38_02872.AVI,CT17,bird_small_uid
2017-08-12 15.01.40_02873.AVI,CT17,bird_small_uid
2017-05-13 05.05.22_02874.AVI,CT17,coati
2017-07-30 13.41.18_02875.AVI,CT17,coati
2017-05-09 07.44.48_02876.AVI,CT17,curassow_great
2017-06-30 13.23.54_02877.AVI,CT17,lizard_uid
2017-07-04 12.07.02_02878.AVI,CT17,lizard_uid
2017-07-05 13.34.44_02879.AVI,CT17,lizard_uid
2017-08-04 12.12.04_02880.AVI,CT17,lizard_uid
2017-05-26 19.35.54_02881.AVI,CT17,mammal_small_uid
2017-07-31 04.01.08_02882.AVI,CT17,mammal_small_uid
2017-08-10 18.46.32_02883.AVI,CT17,mammal_small_uid
2017-05-02 05.37.46_02884.AVI,CT17,nothing
2017-05-02 08.42.04_02885.AVI,CT17,nothing
2017-05-02 08.43.00_02886.AVI,CT17,nothing
2017-05-02 14.39.40_02887.AVI,CT17,nothing
2017-05-06 08.29.36_02888.AVI,CT17,nothing
2017-05-06 10.21.50_02889.AVI,CT17,nothing
2017-05-06 12.07.14_02890.AVI,CT17,nothing
2017-05-06 12.16.56_02891.AVI,CT17,nothing
2017-05-07 04.41.18_02892.AVI,CT17,nothing
2017-05-08 09.55.30_02893.AVI,CT17,nothing
2017-05-08 16.22.14_02894.AVI,CT17,nothing
2017-05-09 06.37.14_02895.AVI,CT17,nothing
2017-05-09 12.12.32_02896.AVI,CT17,nothing
2017-05-09 12.25.08_02897.AVI,CT17,nothing
2017-05-09 12.25.54_02898.AVI,CT17,nothing
2017-05-10 08.55.50_02899.AVI,CT17,nothing
2017-05-10 20.47.10_02900.AVI,CT17,nothing
2017-05-11 05.57.42_02901.AVI,CT17,nothing
2017-05-12 18.50.32_02902.AVI,CT17,nothing
2017-05-13 10.50.38_02903.AVI,CT17,nothing
2017-05-13 15.37.14_02904.AVI,CT17,nothing
2017-05-15 09.47.02_02905.AVI,CT17,nothing
2017-05-15 11.55.50_02906.AVI,CT17,nothing
2017-05-16 16.50.42_02907.AVI,CT17,nothing
2017-05-17 05.08.38_02908.AVI,CT17,nothing
2017-05-17 23.59.54_02909.AVI,CT17,nothing
2017-05-18 13.03.12_02910.AVI,CT17,nothing
2017-05-19 02.25.58_02911.AVI,CT17,nothing
2017-05-19 12.17.08_02912.AVI,CT17,nothing
2017-05-21 06.07.38_02913.AVI,CT17,nothing
2017-05-21 14.45.28_02914.AVI,CT17,nothing
2017-05-22 05.32.52_02915.AVI,CT17,nothing
2017-05-22 15.20.42_02916.AVI,CT17,nothing
2017-05-28 12.45.48_02917.AVI,CT17,nothing
2017-05-28 20.23.34_02918.AVI,CT17,nothing
2017-05-28 20.41.38_02919.AVI,CT17,nothing
2017-05-29 05.57.40_02920.AVI,CT17,nothing
2017-05-29 07.57.20_02921.AVI,CT17,nothing
2017-05-29 13.55.34_02922.AVI,CT17,nothing
2017-05-29 20.40.08_02923.AVI,CT17,nothing
2017-05-30 17.00.00_02924.AVI,CT17,nothing
2017-06-02 13.26.00_02925.AVI,CT17,nothing
2017-06-02 17.03.38_02926.AVI,CT17,nothing
2017-06-02 17.23.34_02927.AVI,CT17,nothing
2017-06-05 08.24.32_02928.AVI,CT17,nothing
2017-06-07 06.02.38_02929.AVI,CT17,nothing
2017-06-07 08.57.22_02930.AVI,CT17,nothing
2017-06-08 09.08.22_02931.AVI,CT17,nothing
2017-06-08 09.40.46_02932.AVI,CT17,nothing
2017-06-09 19.10.52_02933.AVI,CT17,nothing
2017-06-10 09.42.30_02934.AVI,CT17,nothing
2017-06-12 08.10.24_02935.AVI,CT17,nothing
2017-06-13 06.20.18_02936.AVI,CT17,nothing
2017-06-13 07.29.18_02937.AVI,CT17,nothing
2017-06-14 14.35.38_02938.AVI,CT17,nothing
2017-06-14 15.33.10_02939.AVI,CT17,nothing
2017-06-14 16.17.40_02940.AVI,CT17,nothing
2017-06-15 06.25.32_02941.AVI,CT17,nothing
2017-06-15 15.21.08_02942.AVI,CT17,nothing
2017-06-16 11.53.14_02943.AVI,CT17,nothing
2017-06-16 13.26.52_02944.AVI,CT17,nothing
2017-06-17 07.24.00_02945.AVI,CT17,nothing
2017-06-18 06.35.56_02946.AVI,CT17,nothing
2017-06-18 15.56.22_02947.AVI,CT17,nothing
2017-06-18 19.20.34_02948.AVI,CT17,nothing
2017-06-20 10.45.12_02949.AVI,CT17,nothing
2017-06-21 10.55.02_02950.AVI,CT17,nothing
2017-06-21 12.37.28_02951.AVI,CT17,nothing
2017-06-22 04.26.00_02952.AVI,CT17,nothing
2017-06-23 13.31.38_02953.AVI,CT17,nothing
2017-06-23 13.44.20_02954.AVI,CT17,nothing
2017-06-24 08.08.06_02955.AVI,CT17,nothing
2017-06-26 08.49.10_02956.AVI,CT17,nothing
2017-06-27 16.57.22_02957.AVI,CT17,nothing
2017-06-28 03.55.26_02958.AVI,CT17,nothing
2017-06-28 16.04.32_02959.AVI,CT17,nothing
2017-06-30 12.03.38_02960.AVI,CT17,nothing
2017-07-01 02.30.30_02961.AVI,CT17,nothing
2017-07-03 14.19.04_02962.AVI,CT17,nothing
2017-07-06 14.25.34_02963.AVI,CT17,nothing
2017-07-09 05.12.04_02964.AVI,CT17,nothing
2017-07-10 15.17.00_02965.AVI,CT17,nothing
2017-07-10 15.18.40_02966.AVI,CT17,nothing
2017-07-10 20.02.06_02967.AVI,CT17,nothing
2017-07-12 06.01.30_02968.AVI,CT17,nothing
2017-07-12 11.10.50_02969.AVI,CT17,nothing
2017-07-12 11.39.22_02970.AVI,CT17,nothing
2017-07-14 07.56.36_02971.AVI,CT17,nothing
2017-07-20 07.31.12_02972.AVI,CT17,nothing
2017-07-22 14.05.40_02973.AVI,CT17,nothing
2017-07-22 14.41.58_02974.AVI,CT17,nothing
2017-07-23 08.02.56_02975.AVI,CT17,nothing
2017-07-23 14.29.50_02976.AVI,CT17,nothing
2017-07-24 05.52.54_02977.AVI,CT17,nothing
2017-07-24 07.17.04_02978.AVI,CT17,nothing
2017-07-25 06.16.46_02979.AVI,CT17,nothing
2017-07-25 12.35.46_02980.AVI,CT17,nothing
2017-07-25 13.00.26_02981.AVI,CT17,nothing
2017-07-25 13.52.54_02982.AVI,CT17,nothing
2017-07-26 01.23.14_02983.AVI,CT17,nothing
2017-07-26 08.57.28_02984.AVI,CT17,nothing
2017-07-26 10.09.46_02985.AVI,CT17,nothing
2017-07-27 05.48.14_02986.AVI,CT17,nothing
2017-07-27 15.12.04_02987.AVI,CT17,nothing
2017-07-28 08.13.24_02988.AVI,CT17,nothing
2017-07-28 08.15.04_02989.AVI,CT17,nothing
2017-07-28 11.11.42_02990.AVI,CT17,nothing
2017-07-29 14.53.40_02991.AVI,CT17,nothing
2017-07-29 16.47.06_02992.AVI,CT17,nothing
2017-07-30 05.26.20_02993.AVI,CT17,nothing
2017-07-30 12.33.30_02994.AVI,CT17,nothing
2017-07-31 07.01.44_02995.AVI,CT17,nothing
2017-07-31 08.02.54_02996.AVI,CT17,nothing
2017-08-01 08.50.50_02997.AVI,CT17,nothing
2017-08-03 10.27.36_02998.AVI,CT17,nothing
2017-08-03 12.03.20_02999.AVI,CT17,nothing
2017-08-03 17.26.02_03000.AVI,CT17,nothing
2017-08-04 05.12.52_03001.AVI,CT17,nothing
2017-08-04 05.38.52_03002.AVI,CT17,nothing
2017-08-04 12.03.24_03003.AVI,CT17,nothing
2017-08-04 15.27.20_03004.AVI,CT17,nothing
2017-08-05 12.15.02_03005.AVI,CT17,nothing
2017-08-05 14.15.58_03006.AVI,CT17,nothing
2017-08-05 20.22.14_03007.AVI,CT17,nothing
2017-08-06 03.40.32_03008.AVI,CT17,nothing
2017-08-06 07.06.44_03009.AVI,CT17,nothing
2017-08-06 09.02.36_03010.AVI,CT17,nothing
2017-08-06 09.26.26_03011.AVI,CT17,nothing
2017-08-07 08.53.28_03012.AVI,CT17,nothing
2017-08-08 13.58.30_03013.AVI,CT17,nothing
2017-08-08 16.16.38_03014.AVI,CT17,nothing
2017-08-09 17.24.48_03015.AVI,CT17,nothing
2017-08-10 07.21.58_03016.AVI,CT17,nothing
2017-08-10 07.36.28_03017.AVI,CT17,nothing
2017-08-10 07.40.28_03018.AVI,CT17,nothing
2017-08-10 12.41.06_03019.AVI,CT17,nothing
2017-08-11 14.20.46_03020.AVI,CT17,nothing
2017-08-12 06.12.20_03021.AVI,CT17,nothing
2017-08-13 05.57.16_03022.AVI,CT17,nothing
2017-08-13 06.54.38_03023.AVI,CT17,nothing
2017-08-13 13.32.36_03024.AVI,CT17,nothing
2017-08-13 14.46.02_03025.AVI,CT17,nothing
2017-08-14 05.58.34_03026.AVI,CT17,nothing
2017-08-14 06.12.04_03027.AVI,CT17,nothing
2017-08-14 06.14.06_03028.AVI,CT17,nothing
2017-08-14 08.11.44_03029.AVI,CT17,nothing
2017-08-14 11.45.30_03030.AVI,CT17,nothing
2017-08-18 10.23.44_03031.AVI,CT17,nothing
2017-08-18 15.23.58_03032.AVI,CT17,nothing
2017-05-06 20.58.02_03033.AVI,CT17,opossum_foureyed
2017-05-07 02.47.32_03034.AVI,CT17,opossum_foureyed
2017-08-04 02.01.18_03035.AVI,CT17,opossum_foureyed
2017-08-04 02.30.58_03036.AVI,CT17,opossum_foureyed
2017-08-11 22.09.20_03037.AVI,CT17,opossum_foureyed
2017-08-11 22.18.00_03038.AVI,CT17,opossum_foureyed
2017-05-01 23.28.42_03039.AVI,CT17,paca
2017-05-01 23.30.00_03040.AVI,CT17,paca
2017-05-10 00.04.58_03041.AVI,CT17,paca
2017-05-13 18.59.48_03042.AVI,CT17,paca
2017-05-13 19.43.00_03043.AVI,CT17,paca
2017-05-17 18.50.08_03044.AVI,CT17,paca
2017-05-17 19.35.18_03045.AVI,CT17,paca
2017-05-17 19.39.36_03046.AVI,CT17,paca
2017-05-23 21.19.20_03047.AVI,CT17,paca
2017-05-28 21.13.30_03048.AVI,CT17,paca
2017-07-05 01.29.54_03049.AVI,CT17,paca
2017-07-08 03.17.46_03050.AVI,CT17,paca
2017-08-06 03.44.16_03051.AVI,CT17,paca
2017-08-11 22.46.28_03052.AVI,CT17,paca
2017-08-14 00.03.18_03053.AVI,CT17,paca
2017-05-07 15.27.16_03054.AVI,CT17,peccary_collared
2017-05-07 15.28.06_03055.AVI,CT17,peccary_collared
2017-06-03 20.52.58_03056.AVI,CT17,peccary_collared
2017-04-30 15.13.48_03057.AVI,CT17,people
2017-05-30 16.50.16_03058.AVI,CT17,people
2017-06-29 08.44.32_03059.AVI,CT17,people
2017-07-14 09.20.46_03060.AVI,CT17,people
2017-07-14 09.24.02_03061.AVI,CT17,setup
2017-07-14 09.24.46_03062.AVI,CT17,setup
2017-08-18 16.54.22_03063.AVI,CT17,setup
2017-05-20 00.47.22_03064.AVI,CT17,tamandua
2017-05-22 08.16.34_03065.AVI,CT17,tinamou_great
2017-06-23 13.30.44_03066.AVI,CT17,tinamou_great
2017-07-04 08.44.50_03067.AVI,CT17,tinamou_great
2017-07-27 17.22.42_03068.AVI,CT17,tinamou_great
2017-08-05 13.08.16_03069.AVI,CT17,tinamou_great
2017-07-24 14.19.44_03070.AVI,CT17,uid
2017-05-08 11.36.10_03071.AVI,CT18,agouti
2017-05-18 15.10.12_03072.AVI,CT18,agouti
2017-05-23 17.20.36_03073.AVI,CT18,agouti
2017-05-30 17.03.20_03074.AVI,CT18,agouti
2017-06-13 15.33.40_03075.AVI,CT18,agouti
2017-07-03 07.35.06_03076.AVI,CT18,agouti
2017-08-10 07.29.16_03077.AVI,CT18,agouti
2017-08-12 06.50.04_03078.AVI,CT18,agouti
2017-08-13 09.12.22_03079.AVI,CT18,agouti
2017-08-13 09.37.36_03080.AVI,CT18,agouti
2017-08-16 06.16.26_03081.AVI,CT18,agouti
2017-06-17 20.41.02_03082.AVI,CT18,armadillo_ninebanded
2017-05-04 05.21.28_03083.AVI,CT18,bird_small_uid
2017-05-08 14.07.08_03084.AVI,CT18,bird_small_uid
2017-05-12 05.53.56_03085.AVI,CT18,bird_small_uid
2017-06-23 10.15.00_03086.AVI,CT18,bird_small_uid
2017-07-31 02.29.00_03087.AVI,CT18,bird_small_uid
2017-07-11 12.15.38_03088.AVI,CT18,coati
2017-07-27 13.39.48_03089.AVI,CT18,lizard_uid
2017-08-07 12.12.18_03090.AVI,CT18,lizard_uid
2017-08-13 08.41.10_03091.AVI,CT18,lizard_uid
2017-05-25 03.07.24_03092.AVI,CT18,mammal_small_uid
2017-05-30 01.18.38_03093.AVI,CT18,mammal_small_uid
2017-06-12 04.06.54_03094.AVI,CT18,mammal_small_uid
2017-06-23 22.09.28_03095.AVI,CT18,mammal_small_uid
2017-06-24 05.01.38_03096.AVI,CT18,mammal_small_uid
2017-06-25 04.30.46_03097.AVI,CT18,mammal_small_uid
2017-06-27 22.44.34_03098.AVI,CT18,mammal_small_uid
2017-06-30 03.47.58_03099.AVI,CT18,mammal_small_uid
2017-07-12 21.00.08_03100.AVI,CT18,mammal_small_uid
2017-07-14 21.49.50_03101.AVI,CT18,mammal_small_uid
2017-07-14 21.51.18_03102.AVI,CT18,mammal_small_uid
2017-07-14 21.59.40_03103.AVI,CT18,mammal_small_uid
2017-07-25 00.52.30_03104.AVI,CT18,mammal_small_uid
2017-07-25 00.53.32_03105.AVI,CT18,mammal_small_uid
2017-08-01 05.56.02_03106.AVI,CT18,mammal_small_uid
2017-08-05 04.50.18_03107.AVI,CT18,mammal_small_uid
2017-08-05 04.51.46_03108.AVI,CT18,mammal_small_uid
2017-05-01 11.11.02_03109.AVI,CT18,nothing
2017-05-01 11.17.42_03110.AVI,CT18,nothing
2017-05-03 15.48.50_03111.AVI,CT18,nothing
2017-05-19 12.00.34_03112.AVI,CT18,nothing
2017-05-23 20.19.56_03113.AVI,CT18,nothing
2017-05-24 11.01.06_03114.AVI,CT18,nothing
2017-05-28 09.39.12_03115.AVI,CT18,nothing
2017-05-30 01.11.30_03116.AVI,CT18,nothing
2017-06-04 08.12.16_03117.AVI,CT18,nothing
2017-06-08 10.26.28_03118.AVI,CT18,nothing
2017-06-23 11.08.28_03119.AVI,CT18,nothing
2017-06-25 21.29.28_03120.AVI,CT18,nothing
2017-06-27 01.49.14_03121.AVI,CT18,nothing
2017-06-27 22.43.20_03122.AVI,CT18,nothing
2017-06-30 19.18.00_03123.AVI,CT18,nothing
2017-07-08 13.23.00_03124.AVI,CT18,nothing
2017-07-23 04.14.20_03125.AVI,CT18,nothing
2017-07-24 04.52.46_03126.AVI,CT18,nothing
2017-07-25 15.35.26_03127.AVI,CT18,nothing
2017-08-06 11.40.00_03128.AVI,CT18,nothing
2017-08-08 22.39.42_03129.AVI,CT18,nothing
2017-04-29 14.52.10_03130.AVI,CT18,people
2017-07-14 11.22.14_03131.AVI,CT18,people
2017-07-14 11.23.02_03132.AVI,CT18,people
2017-07-14 11.26.34_03133.AVI,CT18,setup
2017-07-14 11.27.16_03134.AVI,CT18,setup
2017-05-01 01.55.54_03135.AVI,CT18,tamandua
2017-06-07 09.23.06_03136.AVI,CT18,tamandua
2017-07-02 01.15.48_03137.AVI,CT18,tamandua
2017-07-08 08.19.26_03138.AVI,CT18,tamandua
2017-08-11 07.37.06_03139.AVI,CT18,tamandua
2017-05-02 09.39.16_03186.AVI,CT19,agouti
2017-05-02 09.40.56_03187.AVI,CT19,agouti
2017-05-02 09.41.40_03188.AVI,CT19,agouti
2017-05-03 07.36.44_03189.AVI,CT19,agouti
2017-05-09 07.58.08_03190.AVI,CT19,agouti
2017-05-13 07.54.52_03191.AVI,CT19,agouti
2017-05-18 14.17.38_03192.AVI,CT19,agouti
2017-05-23 13.27.38_03193.AVI,CT19,agouti
2017-05-28 14.11.42_03194.AVI,CT19,agouti
2017-05-30 11.45.26_03142.AVI,CT19,agouti
2017-06-01 11.03.30_03146.AVI,CT19,agouti
2017-06-01 11.04.54_03147.AVI,CT19,agouti
2017-06-03 09.04.38_03150.AVI,CT19,agouti
2017-06-04 05.38.22_03153.AVI,CT19,agouti
2017-06-04 07.51.18_03154.AVI,CT19,agouti
2017-06-08 08.04.12_03157.AVI,CT19,agouti
2017-06-08 16.17.52_03161.AVI,CT19,agouti
2017-06-10 10.22.32_03195.AVI,CT19,agouti
2017-06-11 06.05.38_03196.AVI,CT19,agouti
2017-06-11 08.05.06_03197.AVI,CT19,agouti
2017-06-11 09.01.56_03198.AVI,CT19,agouti
2017-06-11 09.54.58_03199.AVI,CT19,agouti
2017-06-11 14.50.44_03200.AVI,CT19,agouti
2017-06-11 14.56.50_03201.AVI,CT19,agouti
2017-06-11 16.35.54_03202.AVI,CT19,agouti
2017-06-13 13.45.14_03203.AVI,CT19,agouti
2017-06-14 05.24.16_03204.AVI,CT19,agouti
2017-06-14 15.37.40_03205.AVI,CT19,agouti
2017-06-17 14.30.46_03206.AVI,CT19,agouti
2017-06-18 05.13.48_03207.AVI,CT19,agouti
2017-06-18 05.14.34_03208.AVI,CT19,agouti
2017-06-18 06.45.44_03209.AVI,CT19,agouti
2017-06-18 06.46.30_03210.AVI,CT19,agouti
2017-06-19 06.24.54_03211.AVI,CT19,agouti
2017-06-20 05.57.22_03212.AVI,CT19,agouti
2017-06-20 05.59.00_03213.AVI,CT19,agouti
2017-06-22 10.28.46_03214.AVI,CT19,agouti
2017-06-22 16.33.52_03215.AVI,CT19,agouti
2017-06-23 11.38.12_03216.AVI,CT19,agouti
2017-06-23 14.21.02_03217.AVI,CT19,agouti
2017-06-23 15.50.28_03218.AVI,CT19,agouti
2017-06-25 07.10.10_03219.AVI,CT19,agouti
2017-06-26 16.31.06_03220.AVI,CT19,agouti
2017-06-28 05.43.04_03221.AVI,CT19,agouti
2017-06-28 05.46.22_03222.AVI,CT19,agouti
2017-06-28 08.52.14_03223.AVI,CT19,agouti
2017-06-29 11.50.32_03224.AVI,CT19,agouti
2017-07-03 07.16.12_03225.AVI,CT19,agouti
2017-07-05 05.58.14_03226.AVI,CT19,agouti
2017-07-07 15.52.58_03227.AVI,CT19,agouti
2017-07-08 05.59.48_03228.AVI,CT19,agouti
2017-07-08 06.03.12_03229.AVI,CT19,agouti
2017-07-08 06.53.34_03230.AVI,CT19,agouti
2017-07-14 10.51.38_03231.AVI,CT19,agouti
2017-07-15 05.59.32_03232.AVI,CT19,agouti
2017-07-15 07.58.56_03233.AVI,CT19,agouti
2017-07-18 07.20.26_03234.AVI,CT19,agouti
2017-07-18 07.52.20_03235.AVI,CT19,agouti
2017-07-18 11.10.48_03236.AVI,CT19,agouti
2017-07-19 05.28.54_03237.AVI,CT19,agouti
2017-07-19 07.36.56_03238.AVI,CT19,agouti
2017-07-20 06.48.40_03239.AVI,CT19,agouti
2017-07-20 09.03.18_03240.AVI,CT19,agouti
2017-07-23 08.28.18_03241.AVI,CT19,agouti
2017-07-24 07.26.12_03242.AVI,CT19,agouti
2017-07-26 07.46.22_03243.AVI,CT19,agouti
2017-07-27 05.25.10_03244.AVI,CT19,agouti
2017-07-27 06.50.00_03245.AVI,CT19,agouti
2017-07-27 17.19.28_03246.AVI,CT19,agouti
2017-08-01 07.24.24_03247.AVI,CT19,agouti
2017-08-01 07.51.56_03248.AVI,CT19,agouti
2017-08-02 12.48.12_03249.AVI,CT19,agouti
2017-08-02 14.35.12_03250.AVI,CT19,agouti
2017-08-05 08.27.10_03251.AVI,CT19,agouti
2017-08-05 08.37.40_03252.AVI,CT19,agouti
2017-08-06 06.09.36_03253.AVI,CT19,agouti
2017-08-09 10.03.52_03254.AVI,CT19,agouti
2017-08-09 10.05.36_03255.AVI,CT19,agouti
2017-08-14 16.01.14_03256.AVI,CT19,agouti
2017-08-16 13.01.48_03257.AVI,CT19,agouti
2017-07-16 01.34.36_03258.AVI,CT19,armadillo_ninebanded
2017-05-13 08.52.08_03259.AVI,CT19,bird_small_uid
2017-05-13 08.52.50_03260.AVI,CT19,bird_small_uid
2017-05-25 07.16.42_03261.AVI,CT19,bird_small_uid
2017-05-27 10.41.46_03262.AVI,CT19,bird_small_uid
2017-05-30 15.00.18_03143.AVI,CT19,bird_small_uid
2017-06-01 08.05.00_03145.AVI,CT19,bird_small_uid
2017-06-18 10.30.24_03168.AVI,CT19,bird_small_uid
2017-06-20 06.11.24_03169.AVI,CT19,bird_small_uid
2017-06-25 11.59.58_03170.AVI,CT19,bird_small_uid
2017-07-04 10.10.52_03171.AVI,CT19,bird_small_uid
2017-07-04 11.04.26_03172.AVI,CT19,bird_small_uid
2017-07-09 08.40.22_03176.AVI,CT19,bird_small_uid
2017-07-10 07.59.26_03177.AVI,CT19,bird_small_uid
2017-07-10 17.40.14_03178.AVI,CT19,bird_small_uid
2017-07-14 14.48.36_03263.AVI,CT19,bird_small_uid
2017-07-19 06.40.14_03264.AVI,CT19,bird_small_uid
2017-07-20 11.51.22_03265.AVI,CT19,bird_small_uid
2017-07-22 07.03.32_03266.AVI,CT19,bird_small_uid
2017-07-22 07.05.26_03267.AVI,CT19,bird_small_uid
2017-07-23 05.59.24_03268.AVI,CT19,bird_small_uid
2017-07-25 07.34.02_03269.AVI,CT19,bird_small_uid
2017-07-25 13.06.24_03270.AVI,CT19,bird_small_uid
2017-07-25 13.13.06_03271.AVI,CT19,bird_small_uid
2017-07-26 15.05.04_03272.AVI,CT19,bird_small_uid
2017-08-01 08.14.38_03273.AVI,CT19,bird_small_uid
2017-08-08 08.17.36_03274.AVI,CT19,bird_small_uid
2017-08-10 06.39.40_03275.AVI,CT19,bird_small_uid
2017-08-13 06.08.54_03276.AVI,CT19,bird_small_uid
2017-08-16 05.38.54_03277.AVI,CT19,bird_small_uid
2017-06-11 11.44.50_03278.AVI,CT19,coati
2017-06-15 17.42.14_03279.AVI,CT19,coati
2017-06-21 11.05.04_03280.AVI,CT19,coati
2017-07-28 05.25.48_03281.AVI,CT19,coati
2017-07-19 11.11.54_03282.AVI,CT19,curassow_great
2017-05-04 11.19.10_03283.AVI,CT19,lizard_uid
2017-06-08 14.45.32_03160.AVI,CT19,lizard_uid
2017-06-11 07.05.50_03163.AVI,CT19,lizard_uid
2017-06-11 07.16.30_03164.AVI,CT19,lizard_uid
2017-05-29 01.21.24_03284.AVI,CT19,mammal_small_uid
2017-05-29 01.24.32_03285.AVI,CT19,mammal_small_uid
2017-05-29 01.33.32_03286.AVI,CT19,mammal_small_uid
2017-05-08 15.31.38_03287.AVI,CT19,nothing
2017-05-09 08.39.36_03288.AVI,CT19,nothing
2017-05-22 14.24.48_03289.AVI,CT19,nothing
2017-05-27 07.07.38_03290.AVI,CT19,nothing
2017-05-28 14.13.36_03291.AVI,CT19,nothing
2017-05-30 10.43.28_03141.AVI,CT19,nothing
2017-06-02 09.00.16_03149.AVI,CT19,nothing
2017-06-03 09.33.32_03151.AVI,CT19,nothing
2017-06-03 17.30.12_03152.AVI,CT19,nothing
2017-06-05 16.13.36_03155.AVI,CT19,nothing
2017-06-07 21.22.00_03156.AVI,CT19,nothing
2017-06-08 14.16.50_03159.AVI,CT19,nothing
2017-06-11 07.12.00_03292.AVI,CT19,nothing
2017-06-11 07.12.48_03293.AVI,CT19,nothing
2017-06-11 07.19.36_03294.AVI,CT19,nothing
2017-06-14 15.41.36_03295.AVI,CT19,nothing
2017-06-15 12.50.16_03296.AVI,CT19,nothing
2017-06-18 11.47.46_03297.AVI,CT19,nothing
2017-06-19 09.48.44_03298.AVI,CT19,nothing
2017-06-20 09.36.16_03299.AVI,CT19,nothing
2017-06-21 06.54.10_03300.AVI,CT19,nothing
2017-06-21 07.36.46_03301.AVI,CT19,nothing
2017-06-21 11.06.36_03302.AVI,CT19,nothing
2017-06-21 17.08.30_03303.AVI,CT19,nothing
2017-06-22 08.20.48_03304.AVI,CT19,nothing
2017-06-25 11.01.36_03305.AVI,CT19,nothing
2017-06-27 16.42.14_03306.AVI,CT19,nothing
2017-06-28 13.39.16_03307.AVI,CT19,nothing
2017-06-28 15.00.56_03308.AVI,CT19,nothing
2017-06-29 00.23.22_03309.AVI,CT19,nothing
2017-06-29 12.59.48_03310.AVI,CT19,nothing
2017-06-29 13.00.48_03311.AVI,CT19,nothing
2017-06-30 05.40.38_03312.AVI,CT19,nothing
2017-06-30 06.00.40_03313.AVI,CT19,nothing
2017-07-01 15.12.22_03314.AVI,CT19,nothing
2017-07-03 19.32.48_03315.AVI,CT19,nothing
2017-07-05 01.41.14_03173.AVI,CT19,nothing
2017-07-05 05.23.12_03316.AVI,CT19,nothing
2017-07-05 05.59.26_03317.AVI,CT19,nothing
2017-07-11 01.45.48_03318.AVI,CT19,nothing
2017-07-14 10.58.58_03183.AVI,CT19,nothing
2017-07-17 06.49.42_03319.AVI,CT19,nothing
2017-07-18 07.16.16_03320.AVI,CT19,nothing
2017-07-19 09.43.58_03321.AVI,CT19,nothing
2017-07-21 02.55.12_03322.AVI,CT19,nothing
2017-07-22 14.54.22_03323.AVI,CT19,nothing
2017-07-22 16.14.08_03324.AVI,CT19,nothing
2017-07-22 17.31.56_03325.AVI,CT19,nothing
2017-07-24 09.33.28_03326.AVI,CT19,nothing
2017-07-26 13.44.08_03327.AVI,CT19,nothing
2017-07-27 17.20.14_03328.AVI,CT19,nothing
2017-07-29 06.03.22_03329.AVI,CT19,nothing
2017-07-29 07.24.30_03330.AVI,CT19,nothing
2017-07-29 16.03.42_03331.AVI,CT19,nothing
2017-07-31 07.24.12_03332.AVI,CT19,nothing
2017-08-01 10.25.18_03333.AVI,CT19,nothing
2017-08-01 13.39.02_03334.AVI,CT19,nothing
2017-08-02 06.16.12_03335.AVI,CT19,nothing
2017-08-02 12.33.00_03336.AVI,CT19,nothing
2017-08-03 18.41.52_03337.AVI,CT19,nothing
